"","order_var","article_title","n","mins","hrs"
"380",5,"What we know about US strikes in Iraq and Syria",43,215,3.58333333333333
"381",6,"Brosnan pleads not guilty to Yellowstone trespassing",43,215,3.58333333333333
"382",6,"Grammy Awards red carpet and ceremony in pictures",43,215,3.58333333333333
"383",6,"Narco-sub with $27m of 'scorpion' cocaine seized",43,215,3.58333333333333
"384",6,"Shamans in Siberia among stunning travel award photos",43,215,3.58333333333333
"385",6,"Ukraine MPs reject bid to crack down on draft dodgers",43,215,3.58333333333333
"386",7,"They went to live with IS in Syria, now they’re coming home",43,215,3.58333333333333
"387",8,"Hannah Waddingham 'was told face was wrong for TV'",43,215,3.58333333333333
"388",8,"Shooting stuns worshippers at Istanbul Catholic mass",43,215,3.58333333333333
"389",9,"TikTok pulls Taylor Swift and The Weeknd's music",43,215,3.58333333333333
"390",9,"US teen hailed after saving baby from electrocution",43,215,3.58333333333333
"391",10,"Hunt to uncover story of mysterious shipwreck",43,215,3.58333333333333
"392",10,"Zelensky sacks Ukraine's commander-in-chief",43,215,3.58333333333333
"393",1,"Boeing seeks Ryanair support after mid-air blowout",42,210,3.5
"394",2,"Hamas responds to proposed Gaza ceasefire plan",42,210,3.5
"395",2,"Michael Owen: 'I'd swap eyes with my son if I could'",42,210,3.5
"396",2,"Miss Japan steps down after tabloid exposes affair",42,210,3.5
"397",2,"Zuckerberg apologises to families in fiery Senate hearing",42,210,3.5
"398",3,"How disgraced preacher TB Joshua faked his miracles",42,210,3.5
"399",4,"Judge annuls Musk's 'unfathomable' $56bn Tesla pay",42,210,3.5
"400",4,"UN in aid plea after staff accused of Israel attack",42,210,3.5
"401",4,"Who is Bushra Bibi, the mystical wife of Imran Khan?",42,210,3.5
"402",5,"'We are surrounded': Guarding the Middle East's most dangerous border",42,210,3.5
"403",5,"Mother convicted for failing to stop school shooting",42,210,3.5
"404",5,"SA gospel singer accused of ordering lover's murder",42,210,3.5
"405",5,"US woman gets 26 years for mother's 'suitcase murder'",42,210,3.5
"406",6,"One-time giant of African air travel mounts comeback",42,210,3.5
"407",7,"Chinese mafia bosses behind scam centres arrested",42,210,3.5
"408",7,"First Russia-Ukraine prisoner swap since plane crash",42,210,3.5
"409",7,"Japan bomber may have been found after 50 years",42,210,3.5
"410",7,"Steele dossier firm welcomes court win over Trump",42,210,3.5
"411",8,"Dior bag furore shakes South Korea's ruling party",42,210,3.5
"412",8,"Halle Berry's film shelved by Netflix - US media",42,210,3.5
"413",9,"Israelis tell MPs of Hamas sexual violence evidence",42,210,3.5
"414",9,"Musician Jelly Roll pushes for anti-fentanyl bill",42,210,3.5
"415",9,"The Japanese firm at the heart of the Horizon scandal",42,210,3.5
"416",10,"'I regret posting online that I was Madeleine McCann'",42,210,3.5
"417",10,"First West African nation hits malaria-free status",42,210,3.5
"418",10,"Musician Jelly Roll pushes for anti-fentanyl bill",42,210,3.5
"419",10,"S Africa's ANC suspends Zuma after new party launch",42,210,3.5
"420",1,"Judge threatens to kick Trump out of defamation trial",41,205,3.41666666666667
"421",2,"Kenya gas blast kills three and injures nearly 300",41,205,3.41666666666667
"422",2,"Pakistan says children killed in Iranian strike",41,205,3.41666666666667
"423",2,"Shackled woman in Hungary court sparks Italy anger",41,205,3.41666666666667
"424",2,"Ukraine drones hit St Petersburg gas terminal",41,205,3.41666666666667
"425",4,"US upholds ban on sale of latest Apple watches",41,205,3.41666666666667
"426",5,"Halle Berry's film shelved by Netflix - US media",41,205,3.41666666666667
"427",5,"Julia Roberts: No nude scenes is my choice",41,205,3.41666666666667
"428",5,"Schwarzenegger detained over tax for luxury watch",41,205,3.41666666666667
"429",7,"China executes couple who killed two toddlers",41,205,3.41666666666667
"430",8,"Twins separated and sold at birth reunited by TikTok",41,205,3.41666666666667
"431",9,"Prince Harry drops libel claim against Mail publisher",41,205,3.41666666666667
"432",10,"South Africa slams Nigeria for football safety warning",41,205,3.41666666666667
"433",1,"I noticed a bulging lump sensation in my vagina",40,200,3.33333333333333
"434",2,"I noticed a bulging lump sensation in my vagina",40,200,3.33333333333333
"435",2,"Illegal New York synagogue tunnel leads to 9 arrests",40,200,3.33333333333333
"436",3,"'We're the country of beef, but we can only afford chicken'",40,200,3.33333333333333
"437",3,"Escape to the Country's Jonnie Irwin dies aged 50",40,200,3.33333333333333
"438",3,"Israel officials want Gaza destruction, court told",40,200,3.33333333333333
"439",3,"Margot Robbie comments on best actress Oscar snub",40,200,3.33333333333333
"440",3,"Trial to cover Elizabeth line 'ghost' marks",40,200,3.33333333333333
"441",4,"Benzema files defamation suit against French minister",40,200,3.33333333333333
"442",4,"Fashion icons assemble for Enninful's last Vogue",40,200,3.33333333333333
"443",4,"Parents of Grand Canyon crash victim to get £79m",40,200,3.33333333333333
"444",4,"Streets empty as Ecuador reels from violence",40,200,3.33333333333333
"445",4,"US school shooter's mum blames husband at trial",40,200,3.33333333333333
"446",5,"Trump turns his legal battles into campaign spectacle",40,200,3.33333333333333
"447",5,"US defence secretary kept cancer diagnosis secret",40,200,3.33333333333333
"448",6,"First glimpse of Netflix's Andrew and Maitlis in film",40,200,3.33333333333333
"449",6,"Hostages freed after nine hours at US plant in Turkey",40,200,3.33333333333333
"450",6,"Trump turns his legal battles into campaign spectacle",40,200,3.33333333333333
"451",6,"What are routes out of this 'dangerous moment' in Middle East?",40,200,3.33333333333333
"452",6,"Yes or snow? Reese Witherspoon's viral brew divides opinion",40,200,3.33333333333333
"453",7,"Democrat being investigated for spending on security",40,200,3.33333333333333
"454",7,"Dozens reported killed as Khan Younis battle rages",40,200,3.33333333333333
"455",7,"Excitement as 639-year-long music piece changes chord",40,200,3.33333333333333
"456",7,"Why is TikTok going crazy for Stanley water cups?",40,200,3.33333333333333
"457",8,"Former pole vault world champion Barber dies aged 29",40,200,3.33333333333333
"458",8,"Swedish alarm after defence chiefs' war warning",40,200,3.33333333333333
"459",8,"TikTok pulls Taylor Swift and The Weeknd's music",40,200,3.33333333333333
"460",8,"X blocks searches for Taylor Swift on its site",40,200,3.33333333333333
"461",9,"Swedish alarm after defence chiefs' war warning",40,200,3.33333333333333
"462",10,"Philippine leader defends taking helicopter to gig",40,200,3.33333333333333
"463",10,"Sydney shark attack victim thanks 'heroic' neighbours",40,200,3.33333333333333
"464",10,"US approves F-16 fighter jet sale to Turkey",40,200,3.33333333333333
"465",10,"US sanctions Israeli settlers over West Bank violence",40,200,3.33333333333333
"466",10,"Why did Iran launch strikes on its allies' territory?",40,200,3.33333333333333
"467",1,"Downed Russian plane leaves unanswered questions",39,195,3.25
"468",1,"Germans mull ban on elected far-right party after scandal",39,195,3.25
"469",1,"Zelensky sacks Ukraine's commander-in-chief",39,195,3.25
"470",2,"'Say you're sorry': Russia's trend for humiliating videos",39,195,3.25
"471",2,"Alabama inmate faces first nitrogen execution in US",39,195,3.25
"472",2,"Trump blasts judge as New York fraud trial nears end",39,195,3.25
"473",3,"Deadly blast hits market in Russia-held Ukraine city",39,195,3.25
"474",3,"Israel says 24 soldiers killed in Gaza in one day",39,195,3.25
"475",3,"Police arrest five after bodies found in US desert",39,195,3.25
"476",3,"US says it will not back unplanned Rafah offensive",39,195,3.25
"477",4,"'Will you come and get me?' Gaza girl's desperate plea before losing contact",39,195,3.25
"478",4,"Haley finally gets her solo showdown with Trump",39,195,3.25
"479",4,"Six-legged dog has operation to remove extra limbs",39,195,3.25
"480",4,"The 'burning prisons' fuelled by fast fashion",39,195,3.25
"481",4,"Zelensky sacks Ukraine's commander-in-chief",39,195,3.25
"482",6,"Deadly blast hits market in Russia-held Ukraine city",39,195,3.25
"483",6,"Fire on ship linked to Britain after Houthi attack",39,195,3.25
"484",7,"Former pole vault world champion Barber dies aged 29",39,195,3.25
"485",8,"Military-led West African states leave Ecowas",39,195,3.25
"486",8,"US approves F-16 fighter jet sale to Turkey",39,195,3.25
"487",8,"Woman arrested for stealing $2,500 of Stanley cups",39,195,3.25
"488",10,"Why did US wait to retaliate for drone attack on its troops?",39,195,3.25
"489",3,"'We are surrounded': Guarding the Middle East's most dangerous border",38,190,3.16666666666667
"490",3,"Exciting new cancer drug kinder than chemotherapy",38,190,3.16666666666667
"491",3,"US delivers 'private message' to Iran after Yemen strikes",38,190,3.16666666666667
"492",4,"Houses set on fire as lava spills into Iceland town",38,190,3.16666666666667
"493",5,"At least half of Gaza buildings damaged or destroyed, new analysis shows",38,190,3.16666666666667
"494",5,"Fans call for Eriksson to achieve Liverpool 'dream'",38,190,3.16666666666667
"495",5,"Fashion icons assemble for Enninful's last Vogue",38,190,3.16666666666667
"496",5,"Iran extends Nobel Prize winner's prison sentence",38,190,3.16666666666667
"497",5,"News outlet's doctored MP photo causes sexism fury",38,190,3.16666666666667
"498",5,"Trapped orcas escape from drift ice near Japan",38,190,3.16666666666667
"499",5,"Trump and Haley to go head-to-head in New Hampshire",38,190,3.16666666666667
"500",6,"S Africa president axes adviser as PhD questioned",38,190,3.16666666666667
"501",6,"Swift threatens to sue student who tracks her jet",38,190,3.16666666666667
"502",7,"S Africa president axes adviser as PhD questioned",38,190,3.16666666666667
"503",7,"Senegal on the brink after elections postponed",38,190,3.16666666666667
"504",8,"Fire on ship linked to Britain after Houthi attack",38,190,3.16666666666667
"505",8,"Liberia's new leader fails to end inauguration speech",38,190,3.16666666666667
"506",9,"Huge ancient city found in the Amazon",38,190,3.16666666666667
"507",9,"Military-led West African states leave Ecowas",38,190,3.16666666666667
"508",10,"Alec Baldwin charged again in fatal Rust shooting",38,190,3.16666666666667
"509",1,"Israel W Bank hospital raid kills three Palestinian fighters",37,185,3.08333333333333
"510",2,"'Drugged, robbed, killed': One city's deadly dating trap",37,185,3.08333333333333
"511",2,"Axe-wielding hostage-taker shot dead on Swiss train",37,185,3.08333333333333
"512",2,"Russian oil depot hit in Ukrainian drone attack",37,185,3.08333333333333
"513",2,"Top court to consider if Trump can run for president",37,185,3.08333333333333
"514",3,"Alabama inmate faces first nitrogen execution in US",37,185,3.08333333333333
"515",3,"Josef Fritzl could be moved to care home - reports",37,185,3.08333333333333
"516",3,"Trump, Haley and DeSantis make final pitches in frozen Iowa",37,185,3.08333333333333
"517",4,"Australia axes 'golden visa' scheme for mega rich",37,185,3.08333333333333
"518",4,"Dancer with allergy eats mislabelled cookie and dies",37,185,3.08333333333333
"519",4,"Ex-minister of secretive sect admits child abuse",37,185,3.08333333333333
"520",4,"Israel and S Africa play heavy on emotion in genocide case",37,185,3.08333333333333
"521",4,"Man guilty of killing woman in driveway wrong turn",37,185,3.08333333333333
"522",5,"How disgraced preacher TB Joshua faked his miracles",37,185,3.08333333333333
"523",5,"Illegal New York synagogue tunnel leads to 9 arrests",37,185,3.08333333333333
"524",5,"Imran Khan and wife jailed for illegal marriage",37,185,3.08333333333333
"525",5,"Kenya gas blast kills three and injures nearly 300",37,185,3.08333333333333
"526",6,"Democrat being investigated for spending on security",37,185,3.08333333333333
"527",6,"Former pole vault world champion Barber dies aged 29",37,185,3.08333333333333
"528",6,"Netflix removes film after backlash from Hindu groups",37,185,3.08333333333333
"529",6,"Taiwan just chose a president China loathes. What now?",37,185,3.08333333333333
"530",7,"Madonna sued by fans over late concert start time",37,185,3.08333333333333
"531",7,"Record-breaking Suits was 2023's most-streamed show",37,185,3.08333333333333
"532",7,"Temple rises from ruins of one of India’s darkest days",37,185,3.08333333333333
"533",8,"Bolts missing from door, says Boeing blowout probe",37,185,3.08333333333333
"534",8,"They went to live with IS in Syria, now they’re coming home",37,185,3.08333333333333
"535",8,"Zuckerberg wins on Wall Street after Washington hit",37,185,3.08333333333333
"536",9,"Excitement as 639-year-long music piece changes chord",37,185,3.08333333333333
"537",9,"Four NHL players charged over 2018 sexual assault",37,185,3.08333333333333
"538",9,"Hannah Waddingham 'was told face was wrong for TV'",37,185,3.08333333333333
"539",9,"Young Austrian heiress reveals €25m giveaway plan",37,185,3.08333333333333
"540",10,"Auschwitz film was 'like Big Brother' in house next to camp",37,185,3.08333333333333
"541",10,"Hard choices for the West in Red Sea stand-off",37,185,3.08333333333333
"542",10,"New York synagogue unstable after damage from tunnel",37,185,3.08333333333333
"543",10,"The Taiwan that China wants is vanishing",37,185,3.08333333333333
"544",1,"Iran security officials killed 'in Israeli strike'",36,180,3
"545",1,"Iranian Navy seizes oil tanker near Oman",36,180,3
"546",1,"US approves plan for strikes on Iranian targets",36,180,3
"547",2,"Israel accused of targeting civilians in deadly West Bank strike",36,180,3
"548",2,"Trump walks out of court trial during closing arguments",36,180,3
"549",3,"Five takeaways from the Haley-DeSantis debate",36,180,3
"550",3,"Leaker of Trump's tax returns gets maximum sentence",36,180,3
