order,value,url,scrape_date
1,"'Oh god, they’re here’: Hamas massacre captured on Israeli mothers’ WhatsApp group",,2023-10-13 21:57:17
2,France raises security level after school attack,,2023-10-13 21:57:17
3,Bank boss warns world facing 'most dangerous time',,2023-10-13 21:57:17
4,Critics say Scherzinger 'dazzles' in West End,,2023-10-13 21:57:17
5,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-13 21:57:17
6,Treacherous ground for US politicians on Israel-Gaza,,2023-10-13 21:57:17
7,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 21:57:17
8,Pro-Palestinian demo broken up after French ban,,2023-10-13 21:57:17
9,How would an Israeli ground assault on Gaza unfold?,,2023-10-13 21:57:17
10,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 21:57:17
