order_var,value,url,scrape_date
1,Four takeaways from the third Republican debate,,2023-11-09 15:49:36
2,A turning point in Myanmar as army suffers big losses,,2023-11-09 15:49:36
3,Thirteen-metre wave earns surfer a women's record,,2023-11-09 15:49:36
4,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 15:49:36
5,Actors celebrate deal to end long Hollywood strike,,2023-11-09 15:49:36
6,"Flintoff is 'healing', Top Gear co-host says",,2023-11-09 15:49:36
7,Why 'I don't recall' is a common strategy on the stand,,2023-11-09 15:49:36
8,Spanish power deal with separatists sparks anger,,2023-11-09 15:49:36
9,Officer aims gun at colleague over Top Gun spoiler,,2023-11-09 15:49:36
10,Funeral home owners arrested after 190 corpses found,,2023-11-09 15:49:36
