order_var,value,url,scrape_date
1,"German-Israeli Shani Louk is dead, says mother",,2023-10-30 14:55:08
2,Murder at elite school horrifies Australia,,2023-10-30 14:55:08
3,Mob storms Dagestan airport searching for Jews,,2023-10-30 14:55:08
4,Matthew Perry cause of death unknown pending tests,,2023-10-30 14:55:08
5,Portuguese police apologise to Madeleine's parents,,2023-10-30 14:55:08
6,Magic Johnson declared a billionaire by Forbes,,2023-10-30 14:55:08
7,Deadly blasts target Jehovah's Witnesses in India,,2023-10-30 14:55:08
8,Judge reinstates Trump gag order in election case,,2023-10-30 14:55:08
9,Police search for builders who buried time capsule,,2023-10-30 14:55:08
10,Rubiales banned for three years over World Cup kiss,,2023-10-30 14:55:08
