order,value,url,scrape_date
1,Ukraine air strikes 'destroy Russian helicopters',,2023-10-17 16:40:44
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 16:40:44
3,Family seeks answers after Israel kidnap live-stream horror,,2023-10-17 16:40:44
4,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 16:40:44
5,Belt and Road: Is China's trillion-dollar gamble worth it?,,2023-10-17 16:40:44
6,Mia Shem: Mother pleads for release after Hamas video,,2023-10-17 16:40:44
7,British teen missing in Hamas attack confirmed dead,,2023-10-17 16:40:44
8,Apple boss makes surprise China visit,,2023-10-17 16:40:44
9,'Europe shaken' after double shooting in Brussels,,2023-10-17 16:40:44
10,Hotels battle to beat bedbugs as outbreaks rise,,2023-10-17 16:40:44
