order,value,url,scrape_date
1,Two Swedes shot dead in Brussels terror attack,,2023-10-16 22:56:06
2,Suspect in killing of US Muslim boy appears in court,,2023-10-16 22:56:06
3,Trump gets gag order in 2020 election meddling case,,2023-10-16 22:56:06
4,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 22:56:06
5,Polish right-wing party to lose majority - exit poll,,2023-10-16 22:56:06
6,Belgium v Sweden abandoned after Brussels shooting,,2023-10-16 22:56:06
7,Putin in China to strengthen anti-West coalition,,2023-10-16 22:56:06
8,Jada Pinkett Smith and Will Smith 'healing relationship',,2023-10-16 22:56:06
9,Israel-Gaza inflames tensions on US college campuses,,2023-10-16 22:56:06
10,Banker loses case over two-sandwich lunch claim,,2023-10-16 22:56:06
