order,value,url,scrape_date
1,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 00:28:55
2,Naga Munchetty told to 'suck it up' by NHS doctors,,2023-10-19 00:28:55
3,Bowen: Joe Biden's search for a Middle East solution just got harder,,2023-10-19 00:28:55
4,Hundreds of cats and dogs rescued from traffickers,,2023-10-19 00:28:55
5,Microsoft's new AI tool will let you skip meetings,,2023-10-19 00:28:55
6,Natalee Holloway suspect admits to 2005 killing,,2023-10-19 00:28:55
7,Inside Gaza hospital devastated by explosion,,2023-10-19 00:28:55
8,Law firm pulls student job offers over Israel letters,,2023-10-19 00:28:55
9,At least 189 bodies found at US 'green' funeral home,,2023-10-19 00:28:55
10,Jim Jordan loses second vote in US House Speaker bid,,2023-10-19 00:28:55
