order,value,url,scrape_date
1,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 05:16:13
2,BBC journalists held at gunpoint by Israeli police,,2023-10-14 05:16:13
3,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 05:16:13
4,Michael Caine confirms he has retired from acting,,2023-10-14 05:16:13
5,France raises security level after school attack,,2023-10-14 05:16:13
6,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 05:16:13
7,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 05:16:13
8,Bank boss warns world facing 'most dangerous time',,2023-10-14 05:16:13
9,"Kenya, China and a railway to nowhere",,2023-10-14 05:16:13
10,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 05:16:13
