order,value,url,scrape_date
1,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-18 17:03:59
2,Honeymooning couple killed in Uganda park attack,,2023-10-18 17:03:59
3,Biden backs Israel's account of Gaza hospital explosion,,2023-10-18 17:03:59
4,Greta Thunberg charged following oil protest demo,,2023-10-18 17:03:59
5,MI5 head warns of 'epic scale' of Chinese espionage,,2023-10-18 17:03:59
6,Berlin synagogue targeted as antisemitic attacks rise,,2023-10-18 17:03:59
7,Putin feted in rare trip for Xi's global summit,,2023-10-18 17:03:59
8,Fans think 2004 Britney video references abortion,,2023-10-18 17:03:59
9,Biden's visit to Israel is a high-stakes gamble,,2023-10-18 17:03:59
10,Gang leader jailed for smuggling thousands into UK,,2023-10-18 17:03:59
