order,value,url,scrape_date
1,Banker loses case over two-sandwich lunch claim,,2023-10-16 14:52:38
2,Polish right-wing party to lose majority - exit poll,,2023-10-16 14:52:38
3,Man charged with hate crimes after Muslim boy killed,,2023-10-16 14:52:38
4,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 14:52:38
5,Poland's expected political earthquake delights Brussels,,2023-10-16 14:52:38
6,Russia returns four abducted Ukrainian children,,2023-10-16 14:52:38
7,Daniel Noboa elected Ecuador's youngest president,,2023-10-16 14:52:38
8,US actress Suzanne Somers dies aged 76,,2023-10-16 14:52:38
9,Israel evacuates villages near Lebanon border,,2023-10-16 14:52:38
10,A spooked and lonely Taiwan looks for new friends,,2023-10-16 14:52:38
