order_var,value,url,scrape_date
1,Xi arrives in the US as his Chinese Dream sputters,,2023-11-15 06:00:03
2,Manslaughter arrest over ice hockey player death,,2023-11-15 06:00:03
3,US says Hamas has command centre under Gaza hospital,,2023-11-15 06:00:03
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 06:00:03
5,John Oliver's pick wins NZ Bird of the Century poll,,2023-11-15 06:00:03
6,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 06:00:03
7,Why South Africa regrets its liberal asylum laws,,2023-11-15 06:00:03
8,Luis Díaz reunited with father after kidnapping,,2023-11-15 06:00:03
9,Murder theory in non-binary magistrate's death,,2023-11-15 06:00:03
10,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 06:00:03
