order,value,url,scrape_date
1,Ukraine uses US-supplied ATACMS for the first time,,2023-10-17 20:07:10
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 20:07:10
3,Exonerated man shot and killed in traffic stop,,2023-10-17 20:07:10
4,Family seeks answers after Israel kidnap live-stream horror,,2023-10-17 20:07:10
5,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 20:07:10
6,Dozens killed as Israel strikes Gaza refuge areas,,2023-10-17 20:07:10
7,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-17 20:07:10
8,Nigeria burns $1.4m-worth of pangolin scales,,2023-10-17 20:07:10
9,"Last words of knifed US Muslim boy: 'Mom, I'm fine'",,2023-10-17 20:07:10
10,Apple boss makes surprise China visit,,2023-10-17 20:07:10
