order_var,value,url,scrape_date
1,Woman charged with murder in poison mushroom case,,2023-11-02 12:42:10
2,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 12:42:10
3,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 12:42:10
4,Hampshire apologises for Depp and Heard costume,,2023-11-02 12:42:10
5,M&S pulls Christmas ad post after 'flag' backlash,,2023-11-02 12:42:10
6,Zambia withdraws ex-president's retirement benefits,,2023-11-02 12:42:10
7,"Children must be off limits, says father of abducted kids",,2023-11-02 12:42:10
8,Chinese grieve ex-premier in quiet show of dissent,,2023-11-02 12:42:10
9,Cough syrup maker boss jailed after child deaths,,2023-11-02 12:42:10
10,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 12:42:10
