order,value,url,scrape_date
1,BBC journalists held at gunpoint by Israeli police,,2023-10-14 11:43:04
2,Flintoff agrees compensation over Top Gear crash,,2023-10-14 11:43:04
3,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 11:43:04
4,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 11:43:04
5,"Kenya, China and a railway to nowhere",,2023-10-14 11:43:04
6,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 11:43:04
7,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 11:43:04
8,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 11:43:04
9,Bank boss warns world facing 'most dangerous time',,2023-10-14 11:43:04
10,The secret life of a spy heroine revealed,,2023-10-14 11:43:04
