order,value,url,scrape_date
1,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-21 21:04:11
2,My daughters beg to go home - but our old lives in Gaza City are over,,2023-10-21 21:04:11
3,Why Kyiv's east bank gain could be significant,,2023-10-21 21:04:11
4,Israeli Arabs arrested over Gaza social media posts,,2023-10-21 21:04:11
5,Neighbourhood flattened and hospital told to evacuate,,2023-10-21 21:04:11
6,Israel aims to cut Gaza ties after war with Hamas,,2023-10-21 21:04:11
7,Pro-Palestinian marches take place across UK,,2023-10-21 21:04:11
8,"Hamas frees two US hostages, a mother and daughter",,2023-10-21 21:04:11
9,"Saudi prince slams Hamas, Israel and the West",,2023-10-21 21:04:11
10,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-21 21:04:11
