order_var,value,url,scrape_date
1,De Niro's firm ordered to pay ex-assistant $1.2m,,2023-11-10 02:32:36
2,Israel sees 'sign of life' in Gaza hostage video,,2023-11-10 02:32:36
3,Spanish power deal with separatists sparks anger,,2023-11-10 02:32:36
4,US veteran gets world's first eye transplant,,2023-11-10 02:32:36
5,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 02:32:36
6,US Muslim students threatened over Israel-Gaza war,,2023-11-10 02:32:36
7,John Oliver ruffles feathers in New Zealand bird election,,2023-11-10 02:32:36
8,'Provocative' Ramaswamy border comments anger Canada,,2023-11-10 02:32:36
9,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 02:32:36
10,A turning point in Myanmar as army suffers big losses,,2023-11-10 02:32:36
