order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 20:15:53
2,Mob storms Russian airport searching for Jews,,2023-10-30 20:15:53
3,"German-Israeli Shani Louk is dead, says mother",,2023-10-30 20:15:53
4,Gun shop turned Maine suspect away before shooting,,2023-10-30 20:15:53
5,Matthew Perry cause of death unknown pending tests,,2023-10-30 20:15:53
6,Ice Spice and Adele dress in bold looks for Halloween,,2023-10-30 20:15:53
7,Tarantula causes vehicle crash in Death Valley,,2023-10-30 20:15:53
8,German politician held after Nazi slogan complaint,,2023-10-30 20:15:53
9,US announces 'strongest action yet' on AI safety,,2023-10-30 20:15:53
10,Police probe ice hockey death as fiancée pays tribute,,2023-10-30 20:15:53
