order_var,value,url,scrape_date
1,A turning point in Myanmar as army suffers big losses,,2023-11-09 13:59:20
2,Thirteen-metre wave earns surfer a women's record,,2023-11-09 13:59:20
3,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 13:59:20
4,Actors celebrate deal to end long Hollywood strike,,2023-11-09 13:59:20
5,Why 'I don't recall' is a common strategy on the stand,,2023-11-09 13:59:20
6,Officer aims gun at colleague over Top Gun spoiler,,2023-11-09 13:59:20
7,Four takeaways from the third Republican debate,,2023-11-09 13:59:20
8,"Apple should pay €13bn Irish tax, argues EU lawyer",,2023-11-09 13:59:20
9,Picasso masterpiece of 'golden muse' sells for £113m,,2023-11-09 13:59:20
10,PM didn't clear Braverman's attack on police,,2023-11-09 13:59:20
