order_var,value,url,scrape_date
1,Ohio affirms abortion rights in closely watched vote,,2023-11-08 06:08:32
2,Original photo from iconic album cover discovered,,2023-11-08 06:08:32
3,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 06:08:32
4,Millions affected by Australian network outage,,2023-11-08 06:08:32
5,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-08 06:08:32
6,How WeWork’s founder flew too close to the sun,,2023-11-08 06:08:32
7,Thieves put gun to South Africa minister's head,,2023-11-08 06:08:32
8,Tennis great Serena Williams named 'fashion icon',,2023-11-08 06:08:32
9,"Ethiopia PM eyes Red Sea port, inflaming tensions",,2023-11-08 06:08:32
10,"Gaza journalist killed alongside 42 relatives, news agency says",,2023-11-08 06:08:32
