order,value,url,scrape_date
1,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 11:17:45
2,Three ways US Republican Speaker chaos ends,,2023-10-13 11:17:45
3,Microsoft cleared for biggest ever gaming deal,,2023-10-13 11:17:45
4,Pro-Palestinian demo broken up after French ban,,2023-10-13 11:17:45
5,Journalist fined for insulting Italian PM,,2023-10-13 11:17:45
6,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 11:17:45
7,Pakistan reporter who left India sorry for old posts,,2023-10-13 11:17:45
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 11:17:45
9,Ex-tax worker admits leaking Trump income records,,2023-10-13 11:17:45
10,Israel Gaza war: History of the conflict explained,,2023-10-13 11:17:45
