order_var,value,url,scrape_date
1,Israel sees 'sign of life' in Gaza hostage video,,2023-11-09 21:05:23
2,Luis Díaz's father freed by Colombian guerrillas,,2023-11-09 21:05:23
3,A turning point in Myanmar as army suffers big losses,,2023-11-09 21:05:23
4,Outrage in Ghana after 300-year-old tree felled,,2023-11-09 21:05:23
5,Funeral home owners arrested after 190 corpses found,,2023-11-09 21:05:23
6,Spanish power deal with separatists sparks anger,,2023-11-09 21:05:23
7,John Oliver ruffles feathers in New Zealand bird election,,2023-11-09 21:05:23
8,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 21:05:23
9,Haley calls Ramaswamy scum in angry debate tussle,,2023-11-09 21:05:23
10,Iceland's Blue Lagoon closes over eruption fears,,2023-11-09 21:05:23
