order,value,url,scrape_date
1,"'Oh god, they’re here’: Hamas massacre captured on Israeli mothers’ WhatsApp group",,2023-10-13 22:08:30
2,France raises security level after school attack,,2023-10-13 22:08:30
3,Bank boss warns world facing 'most dangerous time',,2023-10-13 22:08:30
4,Critics say Scherzinger 'dazzles' in West End,,2023-10-13 22:08:30
5,Treacherous ground for US politicians on Israel-Gaza,,2023-10-13 22:08:30
6,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 22:08:30
7,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-13 22:08:30
8,Pro-Palestinian demo broken up after French ban,,2023-10-13 22:08:30
9,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 22:08:30
10,How would an Israeli ground assault on Gaza unfold?,,2023-10-13 22:08:30
