order,value,url,scrape_date
1,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 12:04:04
2,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 12:04:04
3,Pro-Palestinian demo broken up after French ban,,2023-10-13 12:04:04
4,Microsoft cleared for biggest ever gaming deal,,2023-10-13 12:04:04
5,Three ways US Republican Speaker chaos ends,,2023-10-13 12:04:04
6,Seven dead after migrant vehicle crashes in Germany,,2023-10-13 12:04:04
7,Israel Gaza war: History of the conflict explained,,2023-10-13 12:04:04
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 12:04:04
9,Pakistan reporter who left India sorry for old posts,,2023-10-13 12:04:04
10,Ex-tax worker admits leaking Trump income records,,2023-10-13 12:04:04
