order_var,value,url,scrape_date
1,Bowen: Hospital raid comes as tone shifts on Israel,,2023-11-15 20:57:04
2,Aniston and Schwimmer pay tribute to Matthew Perry,,2023-11-15 20:57:04
3,Xi arrives in US as his Chinese Dream sputters,,2023-11-15 20:57:04
4,Starbucks faces walkout at hundreds of US stores,,2023-11-15 20:57:04
5,"We need to end Rwanda merry-go-round, says Sunak",,2023-11-15 20:57:04
6,Paris mayor targets SUVs after electric scooter ban,,2023-11-15 20:57:04
7,Greta Thunberg denies public order offence,,2023-11-15 20:57:04
8,Ukraine claims foothold on river bank in south,,2023-11-15 20:57:04
9,Accused Pelosi hammer attacker tearfully testifies,,2023-11-15 20:57:04
10,Ai Weiwei exhibition called off over Israel post,,2023-11-15 20:57:04
