order_var,value,url,scrape_date
1,Video shows Chinese beer worker urinating into tank,,2023-10-23 16:34:21
2,China toddler mauling prompts crackdown on dogs,,2023-10-23 16:34:21
3,"Bobi, the world's oldest dog ever, dies aged 31",,2023-10-23 16:34:21
4,Biggest cervical cancer advance in 20 years hailed,,2023-10-23 16:34:21
5,Iran warns Israel to stop or region will 'go out of control',,2023-10-23 16:34:21
6,Call for billionaires to face a minimum tax rate,,2023-10-23 16:34:21
7,Gangster-turned-actor Dave Courtney dies aged 64,,2023-10-23 16:34:21
8,Argentina minister defies polls in first-round vote,,2023-10-23 16:34:21
9,Iran says Tehran metro girl ‘brain dead’,,2023-10-23 16:34:21
10,Venezuelan opposition unites behind María Corina Machado,,2023-10-23 16:34:21
