order,value,url,scrape_date
1,Ukraine air strikes 'destroy Russian helicopters',,2023-10-17 18:01:17
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 18:01:17
3,Family seeks answers after Israel kidnap live-stream horror,,2023-10-17 18:01:17
4,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 18:01:17
5,Dozens killed as Israel strikes Gaza refuge areas,,2023-10-17 18:01:17
6,Belt and Road: Is China's trillion-dollar gamble worth it?,,2023-10-17 18:01:17
7,Apple boss makes surprise China visit,,2023-10-17 18:01:17
8,British teen missing in Hamas attack confirmed dead,,2023-10-17 18:01:17
9,Mia Shem: Mother pleads for release after Hamas video,,2023-10-17 18:01:17
10,'Europe shaken' after double shooting in Brussels,,2023-10-17 18:01:17
