order_var,value,url,scrape_date
1,Hamburg Airport hostage drama ends after 18 hours,,2023-11-05 17:57:35
2,Rock in a hard place as French border keeps neighbours apart,,2023-11-05 17:57:35
3,Four surprises that could upend the 2024 US election,,2023-11-05 17:57:35
4,DJ shot dead during live broadcast in Philippines,,2023-11-05 17:57:35
5,Israel-Gaza war taking focus from Ukraine - Zelensky,,2023-11-05 17:57:35
6,Rescued bear arrives in Devon via Eurotunnel,,2023-11-05 17:57:35
7,Blinken rejects call for Israeli ceasefire in Gaza,,2023-11-05 17:57:35
8,Four-year-old hostage held on Hamburg Airport tarmac,,2023-11-05 17:57:35
9,Matthew Perry buried in private ceremony - US media,,2023-11-05 17:57:35
10,Resc-ewed: Britain's loneliest sheep saved from shore,,2023-11-05 17:57:35
