order_var,value,url,scrape_date
1,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 02:17:04
2,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 02:17:04
3,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 02:17:04
4,Plan to disqualify Trump from ballot goes to court,,2023-10-31 02:17:04
5,Gun shop turned Maine suspect away before shooting,,2023-10-31 02:17:04
6,"German-Israeli Shani Louk is dead, says mother",,2023-10-31 02:17:04
7,Israeli soldier held hostage in Gaza rescued,,2023-10-31 02:17:04
8,German politician held after Nazi slogan complaint,,2023-10-31 02:17:04
9,Israeli forces advance deeper into northern Gaza,,2023-10-31 02:17:04
10,Ice Spice and Adele dress in bold looks for Halloween,,2023-10-31 02:17:04
