order_var,value,url,scrape_date
1,Iran says Tehran metro girl ‘brain dead’,,2023-10-22 16:21:14
2,Detroit synagogue president found murdered,,2023-10-22 16:21:14
3,Steely gaze of endangered tigress tops mangrove photo awards,,2023-10-22 16:21:14
4,Ukrainians fear drone shortages due to China restrictions,,2023-10-22 16:21:14
5,Argentina votes in poll rocked by radical candidate,,2023-10-22 16:21:14
6,Israeli Arabs arrested over Gaza social media posts,,2023-10-22 16:21:14
7,"Eating world's hottest pepper was euphoric, says creator",,2023-10-22 16:21:14
8,Why Indonesia can’t stop crocodile attacks,,2023-10-22 16:21:14
9,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-22 16:21:14
10,Why Kyiv's east bank gain could be significant,,2023-10-22 16:21:14
