order_var,value,url,scrape_date
1,The US is quietly arming Taiwan to the teeth,,2023-11-06 09:40:49
2,Fashion firm Boohoo breaks ethical promises,,2023-11-06 09:40:49
3,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 09:40:49
4,Few reasons for optimism after US diplomatic dash,,2023-11-06 09:40:49
5,Ukraine military under pressure over deadly strike,,2023-11-06 09:40:49
6,Chicken nuggets recalled in US after metal found,,2023-11-06 09:40:49
7,Loneliest sheep in hiding after rehoming row,,2023-11-06 09:40:49
8,Díaz begs father's ELN kidnappers to free him,,2023-11-06 09:40:49
9,Hamburg Airport hostage drama ends after 18 hours,,2023-11-06 09:40:49
10,Police petrol-bombed in Bonfire Night disorder,,2023-11-06 09:40:49
