order_var,value,url,scrape_date
1,Freed hostage says she was held in 'spider's web' of Gaza tunnels,,2023-10-24 13:12:13
2,Museum to fix waxwork smacked down by The Rock,,2023-10-24 13:12:13
3,Off-duty pilot accused of trying to crash airline jet,,2023-10-24 13:12:13
4,One dead after ships collide in North Sea - officials,,2023-10-24 13:12:13
5,Iceland's PM strikes over gender pay gap,,2023-10-24 13:12:13
6,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",,2023-10-24 13:12:13
7,The last residents of a bitterly contested Ukrainian town,,2023-10-24 13:12:13
8,Israel shows Hamas bodycam attack footage to journalists,,2023-10-24 13:12:13
9,"Britney Spears' memoir: An angry, cautionary tale",,2023-10-24 13:12:13
10,How far would US go to defend Israel?,,2023-10-24 13:12:13
