order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 06:48:55
2,Anti-Israel mob storms Dagestan airport,,2023-10-30 06:48:55
3,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-30 06:48:55
4,Magic Johnson declared a billionaire by Forbes,,2023-10-30 06:48:55
5,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 06:48:55
6,Leonormania hits Spain as crown princess turns 18,,2023-10-30 06:48:55
7,Beaten into a coma for taking extra food at school,,2023-10-30 06:48:55
8,Ice hockey player Johnson dies after neck cut,,2023-10-30 06:48:55
9,Evergrande given last chance to agree debt deal,,2023-10-30 06:48:55
10,Lyon boss Grosso 'seriously injured' in bus attack,,2023-10-30 06:48:55
