order_var,value,url,scrape_date
1,Four things we learned from Trump sons’ testimony,,2023-11-03 20:19:52
2,What is Hezbollah and will it go to war with Israel?,,2023-11-03 20:19:52
3,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-03 20:19:52
4,Mushroom cook tried to kill ex four times - police,,2023-11-03 20:19:52
5,Everyone got duped by Sam Bankman-Fried's big gamble,,2023-11-03 20:19:52
6,Lisa Marie feared film would show 'predator' Elvis,,2023-11-03 20:19:52
7,Storms and floods ravage Tuscany leaving six dead,,2023-11-03 20:19:52
8,Germany's migrant row deepens as illegal arrivals soar,,2023-11-03 20:19:52
9,Hezbollah chief to break silence on Israel-Gaza war,,2023-11-03 20:19:52
10,Pablo Escobar's feral hippos face cull in Colombia,,2023-11-03 20:19:52
