order_var,value,url,scrape_date
1,Israel sees 'sign of life' in Gaza hostage video,,2023-11-10 01:37:27
2,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 01:37:27
3,Spanish power deal with separatists sparks anger,,2023-11-10 01:37:27
4,John Oliver ruffles feathers in New Zealand bird election,,2023-11-10 01:37:27
5,A turning point in Myanmar as army suffers big losses,,2023-11-10 01:37:27
6,'Provocative' Ramaswamy border comments anger Canada,,2023-11-10 01:37:27
7,US Muslim students threatened over Israel-Gaza war,,2023-11-10 01:37:27
8,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 01:37:27
9,Star Wars C-3PO actor selling props and costumes,,2023-11-10 01:37:27
10,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 01:37:27
