order,value,url,scrape_date
1,Ukraine uses US long-range missiles for the first time,,2023-10-17 20:32:21
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 20:32:21
3,Exonerated man shot and killed in traffic stop,,2023-10-17 20:32:21
4,Family seeks answers after Israel kidnap live-stream horror,,2023-10-17 20:32:21
5,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-17 20:32:21
6,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 20:32:21
7,Nigeria burns $1.4m-worth of pangolin scales,,2023-10-17 20:32:21
8,Dozens killed as Israel strikes Gaza refuge areas,,2023-10-17 20:32:21
9,"Last words of knifed US Muslim boy: 'Mom, I'm fine'",,2023-10-17 20:32:21
10,Apple boss makes surprise China visit,,2023-10-17 20:32:21
