order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 04:03:52
2,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 04:03:52
3,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 04:03:52
4,Israel demands UN chief resign over Hamas comments,,2023-10-26 04:03:52
5,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 04:03:52
6,Arnold Schwarzenegger: I'd be great US president,,2023-10-26 04:03:52
7,US college Israel-Gaza war protest stirs outrage,,2023-10-26 04:03:52
8,Ukraine evacuates children as Russian attacks mount,,2023-10-26 04:03:52
9,Republicans got a Speaker. Now begins the hard part,,2023-10-26 04:03:52
10,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 04:03:52
