order,value,url,scrape_date
1,'Europe shaken' after double shooting in Brussels,,2023-10-17 02:48:51
2,"French hotel spent €1,500 getting rid of bedbugs",,2023-10-17 02:48:51
3,Suspect in killing of US Muslim boy appears in court,,2023-10-17 02:48:51
4,Trump gets gag order in 2020 election meddling case,,2023-10-17 02:48:51
5,Putin in China to strengthen anti-West coalition,,2023-10-17 02:48:51
6,Jada Pinkett Smith and Will Smith 'healing relationship',,2023-10-17 02:48:51
7,Banker loses case over two-sandwich lunch claim,,2023-10-17 02:48:51
8,Israel-Gaza inflames tensions on US college campuses,,2023-10-17 02:48:51
9,Israel-Gaza: Will other countries get dragged in?,,2023-10-17 02:48:51
10,Polish opposition eyes power after pivotal election,,2023-10-17 02:48:51
