order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 16:58:49
2,The Marvels bombs with lowest MCU box office debut,,2023-11-13 16:58:49
3,State media retract report of Russian retreat,,2023-11-13 16:58:49
4,Iceland quakes weaker but volcano warning persists,,2023-11-13 16:58:49
5,Toxic haze in Delhi after Diwali festival,,2023-11-13 16:58:49
6,Iceland volcano: what will the impact be?,,2023-11-13 16:58:49
7,Terrorism charges over Uganda honeymoon deaths,,2023-11-13 16:58:49
8,Public holiday in Kenya to plant 100 million trees,,2023-11-13 16:58:49
9,Why a South African politician touched a nerve in Kenya,,2023-11-13 16:58:49
10,Rebels try to justify kidnapping of Luis Díaz's father,,2023-11-13 16:58:49
