order_var,value,url,scrape_date
1,First images revealed from 'dark Universe' mission,,2023-11-08 02:13:00
2,Irish chef unseats Nigerian as world-record cook,,2023-11-08 02:13:00
3,Birthday gift grenade kills Ukraine army chief aide,,2023-11-08 02:13:00
4,Ohio weighs abortion rights in closely watched vote,,2023-11-08 02:13:00
5,"Gaza journalist killed alongside 42 relatives, news agency says",,2023-11-08 02:13:00
6,"'I blew the whistle on Meta, now I won't work again'",,2023-11-08 02:13:00
7,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-08 02:13:00
8,Tennis great Serena Williams named 'fashion icon',,2023-11-08 02:13:00
9,Why Trump may have deliberately provoked judge,,2023-11-08 02:13:00
10,Israel-Hamas conflict exposes South Africa's divisions,,2023-11-08 02:13:00
