order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 05:04:22
2,WeWork files for bankruptcy in the US,,2023-11-07 05:04:22
3,Trump clashes repeatedly with judge in NY testimony,,2023-11-07 05:04:22
4,How Trump's bombastic testimony unfolded,,2023-11-07 05:04:22
5,Chinese tourists are back - but not in Thailand,,2023-11-07 05:04:22
6,Bumble founder steps down as boss of dating app,,2023-11-07 05:04:22
7,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 05:04:22
8,Four charged over Blenheim Palace gold toilet theft,,2023-11-07 05:04:22
9,'One of the most mind-boggling Premier League games ever',,2023-11-07 05:04:22
10,Uganda leader hits back at US trade pact expulsion,,2023-11-07 05:04:22
