order,value,url,scrape_date
1,Airliner diverted to Stansted after security threat,,2023-10-12 18:40:20
2,France bans all pro-Palestinian demonstrations,,2023-10-12 18:40:20
3,Syria says Israeli missiles hit its main airports,,2023-10-12 18:40:20
4,Bernie Ecclestone pleads guilty to fraud,,2023-10-12 18:40:20
5,Egypt warned Israel days before Hamas struck - US,,2023-10-12 18:40:20
6,Ex-soldier fought off Hamas and saved kibbutz neighbours,,2023-10-12 18:40:20
7,California player wins $1.76bn Powerball jackpot,,2023-10-12 18:40:20
8,US House in limbo as Scalise scrambles for votes,,2023-10-12 18:40:20
9,Wife of deposed Gabon President Bongo detained,,2023-10-12 18:40:20
10,Gaza hospitals risk turning into morgues - Red Cross,,2023-10-12 18:40:20
