order_var,value,url,scrape_date
1,Thirteen-metre wave earns surfer a women's record,,2023-11-09 14:19:23
2,A turning point in Myanmar as army suffers big losses,,2023-11-09 14:19:23
3,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 14:19:23
4,Actors celebrate deal to end long Hollywood strike,,2023-11-09 14:19:23
5,Why 'I don't recall' is a common strategy on the stand,,2023-11-09 14:19:23
6,Officer aims gun at colleague over Top Gun spoiler,,2023-11-09 14:19:23
7,Four takeaways from the third Republican debate,,2023-11-09 14:19:23
8,Men held over alleged Hezbollah plot in Brazil,,2023-11-09 14:19:23
9,"Apple should pay €13bn Irish tax, argues EU lawyer",,2023-11-09 14:19:23
10,Sunak did not clear Braverman's attack on police,,2023-11-09 14:19:23
