order_var,value,url,scrape_date
1,Xi arrives in US as his Chinese Dream sputters,,2023-11-15 15:51:23
2,Paris mayor targets SUVs after electric scooter ban,,2023-11-15 15:51:23
3,Ukraine claims foothold on river bank in south,,2023-11-15 15:51:23
4,Bowen: Hospital raid comes as clock ticks on war,,2023-11-15 15:51:23
5,Ukrainians tied to Biden probe face treason charge,,2023-11-15 15:51:23
6,Accused Pelosi hammer attacker tearfully testifies,,2023-11-15 15:51:23
7,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 15:51:23
8,Brazil gripped by 'unbearable' heatwave,,2023-11-15 15:51:23
9,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 15:51:23
10,World Cup trophy safe after SA rugby offices burgled,,2023-11-15 15:51:23
