order,value,url,scrape_date
1,French MPs protected as antisemitism increases,,2023-10-12 18:00:01
2,Bernie Ecclestone pleads guilty to fraud,,2023-10-12 18:00:01
3,Egypt warned Israel days before Hamas struck - US,,2023-10-12 18:00:01
4,California player wins $1.76bn Powerball jackpot,,2023-10-12 18:00:01
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',,2023-10-12 18:00:01
6,US House in limbo as Scalise scrambles for votes,,2023-10-12 18:00:01
7,X claims it is erasing 'illegal' Hamas content,,2023-10-12 18:00:01
8,Gaza hospitals risk turning into morgues - Red Cross,,2023-10-12 18:00:01
9,IOC suspends Russian Olympic Committee,,2023-10-12 18:00:01
10,Nervousness palpable at Israel's border with Lebanon,,2023-10-12 18:00:01
