order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 12:38:03
2,Toxic haze in Delhi after Diwali festival,,2023-11-13 12:38:03
3,Iceland quakes weaker but volcano warning persists,,2023-11-13 12:38:03
4,Malaysian killer released by Australia,,2023-11-13 12:38:03
5,Public holiday in Kenya to plant 100 million trees,,2023-11-13 12:38:03
6,Israel's president denies strikes on Gaza hospital,,2023-11-13 12:38:03
7,Why a South African politician touched a nerve in Kenya,,2023-11-13 12:38:03
8,Race to save 40 workers trapped in Indian tunnel,,2023-11-13 12:38:03
9,US Senator Tim Scott exits presidential campaign,,2023-11-13 12:38:03
10,Iceland volcano threat increasing - experts,,2023-11-13 12:38:03
