order_var,value,url,scrape_date
1,Macron urges Israel to stop bombing babies in Gaza,,2023-11-11 01:11:47
2,Gucci and Moschino designer dies aged 46,,2023-11-11 01:11:47
3,Taylor Swift breaks record with Grammy nomination,,2023-11-11 01:11:47
4,Ex-US senator chases man who molested her on a jog,,2023-11-11 01:11:47
5,Women in naked assault video ‘will not give up’,,2023-11-11 01:11:47
6,First-ever images prove 'lost echidna' not extinct,,2023-11-11 01:11:47
7,News outlets deny Israeli claims over Hamas attack,,2023-11-11 01:11:47
8,German hiking group reported to police as migrants,,2023-11-11 01:11:47
9,Beatles top singles chart 60 years after first hit,,2023-11-11 01:11:47
10,Biden and Xi Jinping to meet in California,,2023-11-11 01:11:47
