order_var,value,url,scrape_date
1,Bumble founder steps down as boss of dating app,,2023-11-06 19:37:14
2,Hungary museum head sacked over LGBT content,,2023-11-06 19:37:14
3,The US is quietly arming Taiwan to the teeth,,2023-11-06 19:37:14
4,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 19:37:14
5,South Africa recalls all diplomats from Israel,,2023-11-06 19:37:14
6,Human skull found in Florida charity shop,,2023-11-06 19:37:14
7,Korean man attacks woman for 'being a feminist',,2023-11-06 19:37:14
8,Uganda leader hits back at US trade pact expulsion,,2023-11-06 19:37:14
9,Democrat Tlaib says Biden supports genocide,,2023-11-06 19:37:14
10,"Over 30,000lb of chicken nuggets recalled in US",,2023-11-06 19:37:14
