order,value,url,scrape_date
1,Flintoff agrees compensation over Top Gear crash,,2023-10-14 09:59:54
2,BBC journalists held at gunpoint by Israeli police,,2023-10-14 09:59:54
3,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 09:59:54
4,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 09:59:54
5,Michael Caine confirms he has retired from acting,,2023-10-14 09:59:54
6,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 09:59:54
7,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 09:59:54
8,"Kenya, China and a railway to nowhere",,2023-10-14 09:59:54
9,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 09:59:54
10,Bank boss warns world facing 'most dangerous time',,2023-10-14 09:59:54
