order_var,value,url,scrape_date
1,Woman charged with murder in poison mushroom case,,2023-11-02 10:56:55
2,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 10:56:55
3,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 10:56:55
4,"Children must be off limits, says father of abducted kids",,2023-11-02 10:56:55
5,Cough syrup maker boss jailed after child deaths,,2023-11-02 10:56:55
6,Brain power of over-50s dropped during Covid - study,,2023-11-02 10:56:55
7,Cornell student in court over threats to kill Jews,,2023-11-02 10:56:55
8,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 10:56:55
9,Gun battles and car crashes plague Europe migrant route,,2023-11-02 10:56:55
10,George Santos easily survives House expulsion vote,,2023-11-02 10:56:55
