order_var,value,url,scrape_date
1,White House criticises Musk over antisemitic lie,,2023-11-18 01:48:11
2,AI boss Sam Altman ousted after board loses confidence,,2023-11-18 01:48:11
3,Ex-First Lady Rosalynn Carter enters hospice care,,2023-11-18 01:48:11
4,Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,,2023-11-18 01:48:11
5,Weah congratulates Boakai after Liberia poll,,2023-11-18 01:48:11
6,Biden facing internal dissent over Israel's Gaza campaign,,2023-11-18 01:48:11
7,Israel agrees to allow two fuel trucks a day into Gaza,,2023-11-18 01:48:11
8,One killed in New Hampshire hospital shooting,,2023-11-18 01:48:11
9,Apple to cross message divide but green bubbles stay,,2023-11-18 01:48:11
10,Israel finds second hostage body near hospital,,2023-11-18 01:48:11
