order_var,value,url,scrape_date
1,Xi arrives in US as his Chinese Dream sputters,,2023-11-15 10:25:39
2,Brazil gripped by 'unbearable' heatwave,,2023-11-15 10:25:39
3,Suella Braverman accuses PM of betrayal,,2023-11-15 10:25:39
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 10:25:39
5,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 10:25:39
6,Sir Ian tackles Shakespeare role he's never played,,2023-11-15 10:25:39
7,Manslaughter arrest over ice hockey player death,,2023-11-15 10:25:39
8,John Oliver's pick wins NZ Bird of the Century poll,,2023-11-15 10:25:39
9,Hostages' fates haunt Israel as Gaza war intensifies,,2023-11-15 10:25:39
10,US evangelicals drive Republican support for Israel,,2023-11-15 10:25:39
