order,value,url,scrape_date
1,Polish right-wing party to lose majority - exit poll,,2023-10-16 13:52:07
2,Banker loses case over two-sandwich lunch claim,,2023-10-16 13:52:07
3,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 13:52:07
4,Man charged with hate crimes after Muslim boy killed,,2023-10-16 13:52:07
5,Poland's expected political earthquake delights Brussels,,2023-10-16 13:52:07
6,Russia returns four abducted Ukrainian children,,2023-10-16 13:52:07
7,US actress Suzanne Somers dies aged 76,,2023-10-16 13:52:07
8,Daniel Noboa elected Ecuador's youngest president,,2023-10-16 13:52:07
9,Poland election earthquake: What happens next?,,2023-10-16 13:52:07
10,A spooked and lonely Taiwan looks for new friends,,2023-10-16 13:52:07
