order_var,value,url,scrape_date
1,Friends star Matthew Perry dies at 54 - US reports,,2023-10-29 04:04:18
2,Leonormania hits Spain as crown princess turns 18,,2023-10-29 04:04:18
3,Mike Pence withdraws from 2024 US presidential race,,2023-10-29 04:04:18
4,Israel recalls diplomats from Turkey in Gaza row,,2023-10-29 04:04:18
5,South Africa edge out New Zealand in epic final,,2023-10-29 04:04:18
6,Gaza 'disconnected from the planet' - but messages of fear trickle out,,2023-10-29 04:04:18
7,60-year search for our grandfathers' skulls led us to German museum,,2023-10-29 04:04:18
8,Thousands at pro-Palestinian protest in London,,2023-10-29 04:04:18
9,"Israel has no plan for Gaza after war ends, experts warn",,2023-10-29 04:04:18
10,Iranian girl who collapsed on Tehran metro dies,,2023-10-29 04:04:18
