order,value,url,scrape_date
1,BBC journalists held at gunpoint by Israeli police,,2023-10-14 13:05:41
2,Centre-right's Luxon wins New Zealand election,,2023-10-14 13:05:41
3,Flintoff agrees compensation over Top Gear crash,,2023-10-14 13:05:41
4,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 13:05:41
5,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 13:05:41
6,"Kenya, China and a railway to nowhere",,2023-10-14 13:05:41
7,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 13:05:41
8,Gaza Strip in maps: What it's like for the people that live there,,2023-10-14 13:05:41
9,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 13:05:41
10,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 13:05:41
