order,value,url,scrape_date
1,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 11:22:54
2,Microsoft cleared for biggest ever gaming deal,,2023-10-13 11:22:54
3,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 11:22:54
4,Three ways US Republican Speaker chaos ends,,2023-10-13 11:22:54
5,Pro-Palestinian demo broken up after French ban,,2023-10-13 11:22:54
6,Journalist fined for insulting Italian PM,,2023-10-13 11:22:54
7,Pakistan reporter who left India sorry for old posts,,2023-10-13 11:22:54
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 11:22:54
9,Israel Gaza war: History of the conflict explained,,2023-10-13 11:22:54
10,Ex-tax worker admits leaking Trump income records,,2023-10-13 11:22:54
