order_var,value,url,scrape_date
1,Millions affected by Australian network outage,,2023-11-08 04:13:17
2,First images revealed from 'dark Universe' mission,,2023-11-08 04:13:17
3,Thieves put gun to South Africa minister's head,,2023-11-08 04:13:17
4,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 04:13:17
5,Ohio weighs abortion rights in closely watched vote,,2023-11-08 04:13:17
6,Israel-Hamas conflict exposes South Africa's divisions,,2023-11-08 04:13:17
7,"'I blew the whistle on Meta, now I won't work again'",,2023-11-08 04:13:17
8,How WeWork’s founder flew too close to the sun,,2023-11-08 04:13:17
9,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-08 04:13:17
10,"Ethiopia PM eyes Red Sea port, inflaming tensions",,2023-11-08 04:13:17
