order_var,value,url,scrape_date
1,Xi arrives in the US as his Chinese Dream sputters,,2023-11-15 07:40:17
2,Brazil gripped by 'unbearable' heatwave,,2023-11-15 07:40:17
3,Manslaughter arrest over ice hockey player death,,2023-11-15 07:40:17
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 07:40:17
5,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 07:40:17
6,John Oliver's pick wins NZ Bird of the Century poll,,2023-11-15 07:40:17
7,Jury hears man who killed Muslim family was on drugs,,2023-11-15 07:40:17
8,Murder theory in non-binary magistrate's death,,2023-11-15 07:40:17
9,Hostages' fates haunt Israel as Gaza war intensifies,,2023-11-15 07:40:17
10,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 07:40:17
