order_var,value,url,scrape_date
1,Top general locked away evidence of SAS executions,,2023-11-16 10:39:42
2,Cameron makes first official visit to Ukraine,,2023-11-16 10:39:42
3,The Crown final season fails with critics,,2023-11-16 10:39:42
4,Four things we learned from the Biden-Xi meeting,,2023-11-16 10:39:42
5,Iceland faces 'decades' of volcanic instability,,2023-11-16 10:39:42
6,Virginia mother of child who shot teacher sentenced,,2023-11-16 10:39:42
7,Dutch election promises new era and shake-up in politics,,2023-11-16 10:39:42
8,Plane forced to return to airport after horse escapes,,2023-11-16 10:39:42
9,"Canadian killed family to scare Muslims, jury hears",,2023-11-16 10:39:42
10,US and China agree to resume military communications,,2023-11-16 10:39:42
