order,value,url,scrape_date
1,'Europe shaken' after double shooting in Brussels,,2023-10-17 01:53:14
2,Banker loses case over two-sandwich lunch claim,,2023-10-17 01:53:14
3,Putin in China to strengthen anti-West coalition,,2023-10-17 01:53:14
4,Suspect in killing of US Muslim boy appears in court,,2023-10-17 01:53:14
5,Trump gets gag order in 2020 election meddling case,,2023-10-17 01:53:14
6,"French hotel spent €1,500 getting rid of bedbugs",,2023-10-17 01:53:14
7,Polish opposition eyes power after pivotal election,,2023-10-17 01:53:14
8,Jada Pinkett Smith and Will Smith 'healing relationship',,2023-10-17 01:53:14
9,Israel-Gaza inflames tensions on US college campuses,,2023-10-17 01:53:14
10,Trump sues in UK over ex-spy's Russia sex claims,,2023-10-17 01:53:14
