order_var,value,url,scrape_date
1,Manslaughter arrest over ice hockey player death,,2023-11-15 00:54:20
2,Secret deal links Abramovich to Putin's 'wallets',,2023-11-15 00:54:20
3,US says Hamas has command centre under Gaza hospital,,2023-11-15 00:54:20
4,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 00:54:20
5,Xi's trips to Iowa: Tractors and Star Trek wallpaper,,2023-11-15 00:54:20
6,Suella Braverman accuses PM of betrayal,,2023-11-15 00:54:20
7,Kevin McCarthy accused of elbowing fellow Republican,,2023-11-15 00:54:20
8,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 00:54:20
9,Luis Díaz reunited with father after kidnapping,,2023-11-15 00:54:20
10,Finland accuses Russia of aiding migrant crossings,,2023-11-15 00:54:20
