order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 16:28:44
2,The Marvels bombs with lowest MCU box office debut,,2023-11-13 16:28:44
3,State media retract report of Russian retreat,,2023-11-13 16:28:44
4,Iceland quakes weaker but volcano warning persists,,2023-11-13 16:28:44
5,Iceland volcano: what will the impact be?,,2023-11-13 16:28:44
6,Terrorism charges over Uganda honeymoon deaths,,2023-11-13 16:28:44
7,Toxic haze in Delhi after Diwali festival,,2023-11-13 16:28:44
8,Public holiday in Kenya to plant 100 million trees,,2023-11-13 16:28:44
9,Why a South African politician touched a nerve in Kenya,,2023-11-13 16:28:44
10,Rebels try to justify kidnapping of Luis Díaz's father,,2023-11-13 16:28:44
