order_var,value,url,scrape_date
1,Israel sees 'sign of life' in Gaza hostage video,,2023-11-09 20:55:22
2,Luis Díaz's father freed by Colombian guerrillas,,2023-11-09 20:55:22
3,A turning point in Myanmar as army suffers big losses,,2023-11-09 20:55:22
4,Outrage in Ghana after 300-year-old tree felled,,2023-11-09 20:55:22
5,Funeral home owners arrested after 190 corpses found,,2023-11-09 20:55:22
6,Spanish power deal with separatists sparks anger,,2023-11-09 20:55:22
7,John Oliver ruffles feathers in New Zealand bird election,,2023-11-09 20:55:22
8,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 20:55:22
9,Haley calls Ramaswamy scum in angry debate tussle,,2023-11-09 20:55:22
10,Iceland's Blue Lagoon closes over eruption fears,,2023-11-09 20:55:22
