order_var,value,url,scrape_date
1,Company found guilty over NZ volcano disaster,,2023-10-31 13:13:46
2,South Africa rugby champions get heroes' welcome,,2023-10-31 13:13:46
3,What China wants from Israel-Hamas war,,2023-10-31 13:13:46
4,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 13:13:46
5,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 13:13:46
6,US to remove four African countries from trade deal,,2023-10-31 13:13:46
7,Paris police shoot woman at station after threats,,2023-10-31 13:13:46
8,'Sometimes from behind the camera I just stand and cry',,2023-10-31 13:13:46
9,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 13:13:46
10,Gunman holding hostage in Japan post office,,2023-10-31 13:13:46
