order_var,value,url,scrape_date
1,What a Trump second term would look like,,2023-11-04 14:53:10
2,Matthew Perry buried in private ceremony - US media,,2023-11-04 14:53:10
3,Woman accuses Brand of sexual assault on film set,,2023-11-04 14:53:10
4,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-04 14:53:10
5,US acknowledges flying unarmed drones over Gaza,,2023-11-04 14:53:10
6,'They couldn't save my daughter': 150 dead in Nepal quake,,2023-11-04 14:53:10
7,Space telescope records baby star's first screams,,2023-11-04 14:53:10
8,Guinea ex-ruler sprung from jail by armed men,,2023-11-04 14:53:10
9,Hezbollah steps back from all-out war on Israel - for now,,2023-11-04 14:53:10
10,Red Crescent says 15 killed in strike on Gaza ambulance,,2023-11-04 14:53:10
